location,date,gdpPercap
Malaysia,1977,3827.921571
Malaysia,1982,4920.355951
Malaysia,1987,5249.802653
Malaysia,1992,7277.912802
Malaysia,1997,10132.90964
Malaysia,2002,10206.97794
Malaysia,2007,12451.6558
Mali,1952,452.3369807
Mali,1957,490.3821867
Mali,1962,496.1743428
Mali,1967,545.0098873
Mali,1972,581.3688761
Mali,1977,686.3952693
Mali,1982,618.0140641
Mali,1987,684.1715576
Mali,1992,739.014375
Mali,1997,790.2579846
Mali,2002,951.4097518
Mali,2007,1042.581557
Mauritania,1952,743.1159097
Mauritania,1957,846.1202613
Mauritania,1962,1055.896036
Mauritania,1967,1421.145193
Mauritania,1972,1586.851781
Mauritania,1977,1497.492223
Mauritania,1982,1481.150189
Mauritania,1987,1421.603576
Mauritania,1992,1361.369784
Mauritania,1997,1483.136136
Mauritania,2002,1579.019543
Mauritania,2007,1803.151496
Mauritius,1952,1967.955707
Mauritius,1957,2034.037981
Mauritius,1962,2529.067487
Mauritius,1967,2475.387562
Mauritius,1972,2575.484158
Mauritius,1977,3710.982963
Mauritius,1982,3688.037739
Mauritius,1987,4783.586903
Mauritius,1992,6058.253846
Mauritius,1997,7425.705295
Mauritius,2002,9021.815894
Mauritius,2007,10956.99112
Mexico,1952,3478.125529
Mexico,1957,4131.546641
Mexico,1962,4581.609385
Mexico,1967,5754.733883
Mexico,1972,6809.40669
Mexico,1977,7674.929108
Mexico,1982,9611.147541
Mexico,1987,8688.156003
Mexico,1992,9472.384295
Mexico,1997,9767.29753
Mexico,2002,10742.44053
Mexico,2007,11977.57496
Mongolia,1952,786.5668575
Mongolia,1957,912.6626085
Mongolia,1962,1056.353958
Mongolia,1967,1226.04113
Mongolia,1972,1421.741975
Mongolia,1977,1647.511665
Mongolia,1982,2000.603139
Mongolia,1987,2338.008304
Mongolia,1992,1785.402016
Mongolia,1997,1902.2521
Mongolia,2002,2140.739323
Mongolia,2007,3095.772271
Montenegro,1952,2647.585601
Montenegro,1957,3682.259903
Montenegro,1962,4649.593785
Montenegro,1967,5907.850937
Montenegro,1972,7778.414017
Montenegro,1977,9595.929905
Montenegro,1982,11222.58762
Montenegro,1987,11732.51017
Montenegro,1992,7003.339037
Montenegro,1997,6465.613349
Montenegro,2002,6557.194282
Montenegro,2007,9253.896111
Morocco,1952,1688.20357
Morocco,1957,1642.002314
Morocco,1962,1566.353493
Morocco,1967,1711.04477
Morocco,1972,1930.194975
Morocco,1977,2370.619976
Morocco,1982,2702.620356
Morocco,1987,2755.046991
Morocco,1992,2948.047252
Morocco,1997,2982.101858
Morocco,2002,3258.495584
Morocco,2007,3820.17523
Mozambique,1952,468.5260381
Mozambique,1957,495.5868333
Mozambique,1962,556.6863539
Mozambique,1967,566.6691539
Mozambique,1972,724.9178037
Mozambique,1977,502.3197334
Mozambique,1982,462.2114149
Mozambique,1987,389.8761846
Mozambique,1992,410.8968239
Mozambique,1997,472.3460771
Mozambique,2002,633.6179466
Mozambique,2007,823.6856205
Myanmar,1952,331
Myanmar,1957,350
Myanmar,1962,388
Myanmar,1967,349
Myanmar,1972,357
Myanmar,1977,371
Myanmar,1982,424
Myanmar,1987,385
Myanmar,1992,347
Myanmar,1997,415
Myanmar,2002,611
Myanmar,2007,944
Namibia,1952,2423.780443
Namibia,1957,2621.448058
Namibia,1962,3173.215595
Namibia,1967,3793.694753
Namibia,1972,3746.080948
Namibia,1977,3876.485958
Namibia,1982,4191.100511
Namibia,1987,3693.731337
Namibia,1992,3804.537999
Namibia,1997,3899.52426
Namibia,2002,4072.324751
Namibia,2007,4811.060429
Nepal,1952,545.8657229
Nepal,1957,597.9363558
Nepal,1962,652.3968593
Nepal,1967,676.4422254
Nepal,1972,674.7881296
Nepal,1977,694.1124398
Nepal,1982,718.3730947
Nepal,1987,775.6324501
Nepal,1992,897.7403604
Nepal,1997,1010.892138
Nepal,2002,1057.206311
Nepal,2007,1091.359778
Netherlands,1952,8941.571858
Netherlands,1957,11276.19344
Netherlands,1962,12790.84956
Netherlands,1967,15363.25136
Netherlands,1972,18794.74567
Netherlands,1977,21209.0592
Netherlands,1982,21399.46046
Netherlands,1987,23651.32361
Netherlands,1992,26790.94961
Netherlands,1997,30246.13063
Netherlands,2002,33724.75778
Netherlands,2007,36797.93332
New Zealand,1952,10556.57566
New Zealand,1957,12247.39532
New Zealand,1962,13175.678
New Zealand,1967,14463.91893
New Zealand,1972,16046.03728
New Zealand,1977,16233.7177
New Zealand,1982,17632.4104
New Zealand,1987,19007.19129
New Zealand,1992,18363.32494
New Zealand,1997,21050.41377
New Zealand,2002,23189.80135
New Zealand,2007,25185.00911
Nicaragua,1952,3112.363948
Nicaragua,1957,3457.415947
Nicaragua,1962,3634.364406
Nicaragua,1967,4643.393534
Nicaragua,1972,4688.593267
Nicaragua,1977,5486.371089
Nicaragua,1982,3470.338156
Nicaragua,1987,2955.984375
Nicaragua,1992,2170.151724
Nicaragua,1997,2253.023004
Nicaragua,2002,2474.548819
Nicaragua,2007,2749.320965
Niger,1952,761.879376
Niger,1957,835.5234025
Niger,1962,997.7661127
Niger,1967,1054.384891
Niger,1972,954.2092363
Niger,1977,808.8970728
Niger,1982,909.7221354
Niger,1987,668.3000228
Niger,1992,581.182725
Niger,1997,580.3052092
Niger,2002,601.0745012
Niger,2007,619.6768924
Nigeria,1952,1077.281856
Nigeria,1957,1100.592563
Nigeria,1962,1150.927478
Nigeria,1967,1014.514104
Nigeria,1972,1698.388838
Nigeria,1977,1981.951806
Nigeria,1982,1576.97375
Nigeria,1987,1385.029563
Nigeria,1992,1619.848217
Nigeria,1997,1624.941275
Nigeria,2002,1615.286395
Nigeria,2007,2013.977305
Norway,1952,10095.42172
Norway,1957,11653.97304
Norway,1962,13450.40151
Norway,1967,16361.87647
Norway,1972,18965.05551
Norway,1977,23311.34939
Norway,1982,26298.63531
Norway,1987,31540.9748
Norway,1992,33965.66115
Norway,1997,41283.16433
Norway,2002,44683.97525
Norway,2007,49357.19017
Oman,1952,1828.230307
Oman,1957,2242.746551
Oman,1962,2924.638113
Oman,1967,4720.942687
Oman,1972,10618.03855
Oman,1977,11848.34392
Oman,1982,12954.79101
Oman,1987,18115.22313
Oman,1992,18616.70691
Oman,1997,19702.05581
Oman,2002,19774.83687
Oman,2007,22316.19287
Pakistan,1952,684.5971438
Pakistan,1957,747.0835292
Pakistan,1962,803.3427418
Pakistan,1967,942.4082588
Pakistan,1972,1049.938981
Pakistan,1977,1175.921193
Pakistan,1982,1443.429832
Pakistan,1987,1704.686583
Pakistan,1992,1971.829464
Pakistan,1997,2049.350521
Pakistan,2002,2092.712441
Pakistan,2007,2605.94758
Panama,1952,2480.380334
Panama,1957,2961.800905
Panama,1962,3536.540301
Panama,1967,4421.009084
Panama,1972,5364.249663
Panama,1977,5351.912144
Panama,1982,7009.601598
Panama,1987,7034.779161
Panama,1992,6618.74305
Panama,1997,7113.692252
Panama,2002,7356.031934
Panama,2007,9809.185636
Paraguay,1952,1952.308701
Paraguay,1957,2046.154706
Paraguay,1962,2148.027146
Paraguay,1967,2299.376311
Paraguay,1972,2523.337977
Paraguay,1977,3248.373311
Paraguay,1982,4258.503604
Paraguay,1987,3998.875695
Paraguay,1992,4196.411078
Paraguay,1997,4247.400261
Paraguay,2002,3783.674243
Paraguay,2007,4172.838464
Peru,1952,3758.523437
Peru,1957,4245.256698
Peru,1962,4957.037982
Peru,1967,5788.09333
Peru,1972,5937.827283
Peru,1977,6281.290855
Peru,1982,6434.501797
Peru,1987,6360.9434440000005
Peru,1992,4446.380924
Peru,1997,5838.347657
Peru,2002,5909.020073
Peru,2007,7408.905561
Philippines,1952,1272.880995
Philippines,1957,1547.944844
Philippines,1962,1649.552153
Philippines,1967,1814.12743
Philippines,1972,1989.37407
Philippines,1977,2373.204287
Philippines,1982,2603.273765
Philippines,1987,2189.634995
Philippines,1992,2279.324017
Philippines,1997,2536.534925
Philippines,2002,2650.921068
Philippines,2007,3190.481016
Poland,1952,4029.329699
Poland,1957,4734.253019
Poland,1962,5338.752143
Poland,1967,6557.152776
Poland,1972,8006.506993
Poland,1977,9508.141454
Poland,1982,8451.531004
Poland,1987,9082.351172
Poland,1992,7738.881247
Poland,1997,10159.58368
Poland,2002,12002.23908
Poland,2007,15389.92468
Portugal,1952,3068.319867
Portugal,1957,3774.571743
Portugal,1962,4727.954889
Portugal,1967,6361.517993
Portugal,1972,9022.247417
Portugal,1977,10172.48572
Portugal,1982,11753.84291
Portugal,1987,13039.30876
Portugal,1992,16207.26663
Portugal,1997,17641.03156
Portugal,2002,19970.90787
Portugal,2007,20509.64777
Puerto Rico,1952,3081.959785
Puerto Rico,1957,3907.156189
Puerto Rico,1962,5108.34463
Puerto Rico,1967,6929.277714
Puerto Rico,1972,9123.041742
Puerto Rico,1977,9770.524921
Puerto Rico,1982,10330.98915
Puerto Rico,1987,12281.34191
Puerto Rico,1992,14641.58711
Puerto Rico,1997,16999.4333
Puerto Rico,2002,18855.60618
Puerto Rico,2007,19328.70901
Reunion,1952,2718.885295
Reunion,1957,2769.451844
Reunion,1962,3173.72334
Reunion,1967,4021.175739
Reunion,1972,5047.658563
Reunion,1977,4319.804067
Reunion,1982,5267.219353
Reunion,1987,5303.377488
Reunion,1992,6101.255823
Reunion,1997,6071.941411
Reunion,2002,6316.1652
Reunion,2007,7670.122558
Romania,1952,3144.613186
Romania,1957,3943.370225
Romania,1962,4734.997586
Romania,1967,6470.866545
Romania,1972,8011.414402
Romania,1977,9356.39724
Romania,1982,9605.314053
Romania,1987,9696.273295
Romania,1992,6598.409903
Romania,1997,7346.547557
Romania,2002,7885.360081
Romania,2007,10808.47561
Rwanda,1952,493.3238752
Rwanda,1957,540.2893983
Rwanda,1962,597.4730727
Rwanda,1967,510.9637142
Rwanda,1972,590.5806638
Rwanda,1977,670.0806011
Rwanda,1982,881.5706467
Rwanda,1987,847.991217
Rwanda,1992,737.0685949
Rwanda,1997,589.9445051
Rwanda,2002,785.6537648
Rwanda,2007,863.0884639
Sao Tome and Principe,1952,879.5835855
Sao Tome and Principe,1957,860.7369026
Sao Tome and Principe,1962,1071.551119
Sao Tome and Principe,1967,1384.840593
Sao Tome and Principe,1972,1532.985254
Sao Tome and Principe,1977,1737.561657
Sao Tome and Principe,1982,1890.218117
Sao Tome and Principe,1987,1516.525457
Sao Tome and Principe,1992,1428.777814
Sao Tome and Principe,1997,1339.076036
Sao Tome and Principe,2002,1353.09239
Sao Tome and Principe,2007,1598.435089
Saudi Arabia,1952,6459.554823
Saudi Arabia,1957,8157.591248
Saudi Arabia,1962,11626.41975
Saudi Arabia,1967,16903.04886
Saudi Arabia,1972,24837.42865
Saudi Arabia,1977,34167.7626
Saudi Arabia,1982,33693.17525
Saudi Arabia,1987,21198.26136
Saudi Arabia,1992,24841.61777
Saudi Arabia,1997,20586.69019
Saudi Arabia,2002,19014.54118
Saudi Arabia,2007,21654.83194
Senegal,1952,1450.356983
Senegal,1957,1567.653006
Senegal,1962,1654.988723
Senegal,1967,1612.404632
Senegal,1972,1597.712056
Senegal,1977,1561.769116
Senegal,1982,1518.479984
Senegal,1987,1441.72072
Senegal,1992,1367.899369
Senegal,1997,1392.368347
Senegal,2002,1519.635262
Senegal,2007,1712.472136
Serbia,1952,3581.459448
Serbia,1957,4981.090891
Serbia,1962,6289.629157
Serbia,1967,7991.707066
Serbia,1972,10522.06749
Serbia,1977,12980.66956
Serbia,1982,15181.0927
Serbia,1987,15870.87851
Serbia,1992,9325.068238
Serbia,1997,7914.320304
Serbia,2002,7236.075251
Serbia,2007,9786.534714
Sierra Leone,1952,879.7877358
Sierra Leone,1957,1004.484437
Sierra Leone,1962,1116.639877
Sierra Leone,1967,1206.043465
Sierra Leone,1972,1353.759762
Sierra Leone,1977,1348.285159
Sierra Leone,1982,1465.010784
Sierra Leone,1987,1294.447788
Sierra Leone,1992,1068.696278
Sierra Leone,1997,574.6481576
Sierra Leone,2002,699.489713
Sierra Leone,2007,862.5407561
Singapore,1952,2315.138227
Singapore,1957,2843.104409
Singapore,1962,3674.735572
Singapore,1967,4977.41854
Singapore,1972,8597.756202
Singapore,1977,11210.08948
Singapore,1982,15169.16112
Singapore,1987,18861.53081
Singapore,1992,24769.8912
Singapore,1997,33519.4766
Singapore,2002,36023.1054
Singapore,2007,47143.17964
Slovak Republic,1952,5074.659104
Slovak Republic,1957,6093.26298
Slovak Republic,1962,7481.107598
Slovak Republic,1967,8412.902397
Slovak Republic,1972,9674.167626
Slovak Republic,1977,10922.66404
Slovak Republic,1982,11348.54585
Slovak Republic,1987,12037.26758
Slovak Republic,1992,9498.467723
Slovak Republic,1997,12126.23065
Slovak Republic,2002,13638.77837
Slovak Republic,2007,18678.31435
Slovenia,1952,4215.041741
Slovenia,1957,5862.276629
Slovenia,1962,7402.303395
Slovenia,1967,9405.489397
Slovenia,1972,12383.4862
Slovenia,1977,15277.03017
Slovenia,1982,17866.72175
Slovenia,1987,18678.53492
Slovenia,1992,14214.71681
Slovenia,1997,17161.10735
Slovenia,2002,20660.01936
Slovenia,2007,25768.25759
Somalia,1952,1135.749842
Somalia,1957,1258.147413
Somalia,1962,1369.488336
Somalia,1967,1284.73318
Somalia,1972,1254.576127
Somalia,1977,1450.992513
Somalia,1982,1176.807031
Somalia,1987,1093.244963
Somalia,1992,926.9602964
Somalia,1997,930.5964284
Somalia,2002,882.0818218
Somalia,2007,926.1410683
South Africa,1952,4725.295531
South Africa,1957,5487.104219
South Africa,1962,5768.729717
South Africa,1967,7114.477971
South Africa,1972,7765.962636
South Africa,1977,8028.651439
South Africa,1982,8568.266228
South Africa,1987,7825.823398
South Africa,1992,7225.069258
South Africa,1997,7479.188244
South Africa,2002,7710.946444
South Africa,2007,9269.657808
Spain,1952,3834.034742
Spain,1957,4564.80241
Spain,1962,5693.843879
Spain,1967,7993.512294
Spain,1972,10638.75131
Spain,1977,13236.92117
Spain,1982,13926.16997
Spain,1987,15764.98313
Spain,1992,18603.06452
Spain,1997,20445.29896
Spain,2002,24835.47166
Spain,2007,28821.0637
Sri Lanka,1952,1083.53203
Sri Lanka,1957,1072.546602
Sri Lanka,1962,1074.47196
Sri Lanka,1967,1135.514326
Sri Lanka,1972,1213.39553
Sri Lanka,1977,1348.775651
Sri Lanka,1982,1648.079789
Sri Lanka,1987,1876.766827
Sri Lanka,1992,2153.739222
Sri Lanka,1997,2664.477257
Sri Lanka,2002,3015.378833
Sri Lanka,2007,3970.095407
Sudan,1952,1615.991129
Sudan,1957,1770.337074
Sudan,1962,1959.593767
Sudan,1967,1687.997641
Sudan,1972,1659.652775
Sudan,1977,2202.988423
Sudan,1982,1895.544073
Sudan,1987,1507.819159
Sudan,1992,1492.197043
Sudan,1997,1632.210764
Sudan,2002,1993.398314
Sudan,2007,2602.394995
Swaziland,1952,1148.376626
Swaziland,1957,1244.708364
Swaziland,1962,1856.182125
Swaziland,1967,2613.101665
Swaziland,1972,3364.836625
Swaziland,1977,3781.410618
Swaziland,1982,3895.384018
Swaziland,1987,3984.839812
Swaziland,1992,3553.0224
Swaziland,1997,3876.76846
Swaziland,2002,4128.116943
Swaziland,2007,4513.480643
Sweden,1952,8527.844662
Sweden,1957,9911.878226
Sweden,1962,12329.44192
Sweden,1967,15258.29697
Sweden,1972,17832.02464
Sweden,1977,18855.72521
Sweden,1982,20667.38125
Sweden,1987,23586.92927
Sweden,1992,23880.01683
Sweden,1997,25266.59499
Sweden,2002,29341.63093
Sweden,2007,33859.74835
Switzerland,1952,14734.23275
Switzerland,1957,17909.48973
Switzerland,1962,20431.0927
Switzerland,1967,22966.14432
Switzerland,1972,27195.11304
Switzerland,1977,26982.29052
Switzerland,1982,28397.71512
Switzerland,1987,30281.70459
Switzerland,1992,31871.5303
Switzerland,1997,32135.32301
Switzerland,2002,34480.95771
Switzerland,2007,37506.41907
Syria,1952,1643.485354
Syria,1957,2117.234893
Syria,1962,2193.037133
Syria,1967,1881.923632
Syria,1972,2571.423014
Syria,1977,3195.484582
Syria,1982,3761.837715
Syria,1987,3116.774285
Syria,1992,3340.542768
Syria,1997,4014.238972
Syria,2002,4090.925331
Syria,2007,4184.548089
Taiwan,1952,1206.947913
Taiwan,1957,1507.86129
Taiwan,1962,1822.879028
Taiwan,1967,2643.858681
Taiwan,1972,4062.523897
Taiwan,1977,5596.519826
Taiwan,1982,7426.354774
Taiwan,1987,11054.56175
Taiwan,1992,15215.6579
Taiwan,1997,20206.82098
Taiwan,2002,23235.42329
Taiwan,2007,28718.27684
Tanzania,1952,716.6500721
Tanzania,1957,698.5356073
Tanzania,1962,722.0038073
Tanzania,1967,848.2186575
Tanzania,1972,915.9850592
Tanzania,1977,962.4922932
Tanzania,1982,874.2426069
Tanzania,1987,831.8220794
Tanzania,1992,825.682454
Tanzania,1997,789.1862231
Tanzania,2002,899.0742111
Tanzania,2007,1107.482182
Thailand,1952,757.7974177
Thailand,1957,793.5774148
Thailand,1962,1002.199172
Thailand,1967,1295.46066
Thailand,1972,1524.358936
Thailand,1977,1961.224635
Thailand,1982,2393.219781
Thailand,1987,2982.653773
Thailand,1992,4616.896545
Thailand,1997,5852.625497
Thailand,2002,5913.187529
Thailand,2007,7458.396327
Togo,1952,859.8086567
Togo,1957,925.9083202
Togo,1962,1067.53481
Togo,1967,1477.59676
Togo,1972,1649.660188
Togo,1977,1532.776998
Togo,1982,1344.577953
Togo,1987,1202.201361
Togo,1992,1034.298904
Togo,1997,982.2869243
Togo,2002,886.2205765
Togo,2007,882.9699438
Trinidad and Tobago,1952,3023.271928
Trinidad and Tobago,1957,4100.3934
Trinidad and Tobago,1962,4997.523971
Trinidad and Tobago,1967,5621.368472
Trinidad and Tobago,1972,6619.551419
Trinidad and Tobago,1977,7899.554209
Trinidad and Tobago,1982,9119.528607
Trinidad and Tobago,1987,7388.597823
Trinidad and Tobago,1992,7370.990932
Trinidad and Tobago,1997,8792.573126
Trinidad and Tobago,2002,11460.60023
Trinidad and Tobago,2007,18008.50924
Tunisia,1952,1468.475631
Tunisia,1957,1395.232468
Tunisia,1962,1660.30321
Tunisia,1967,1932.360167
Tunisia,1972,2753.285994
Tunisia,1977,3120.876811
Tunisia,1982,3560.233174
Tunisia,1987,3810.419296
Tunisia,1992,4332.720164
Tunisia,1997,4876.798614
Tunisia,2002,5722.895655
Tunisia,2007,7092.923025
Turkey,1952,1969.10098
Turkey,1957,2218.754257
Turkey,1962,2322.869908
Turkey,1967,2826.356387
Turkey,1972,3450.69638
Turkey,1977,4269.122326
Turkey,1982,4241.356344
Turkey,1987,5089.043686
Turkey,1992,5678.348271
Turkey,1997,6601.429915
Turkey,2002,6508.085718
Turkey,2007,8458.276384
Uganda,1952,734.753484
Uganda,1957,774.3710692
Uganda,1962,767.2717398
Uganda,1967,908.9185217
Uganda,1972,950.735869
Uganda,1977,843.7331372
Uganda,1982,682.2662268
Uganda,1987,617.7244065
Uganda,1992,644.1707969
Uganda,1997,816.559081
Uganda,2002,927.7210018
Uganda,2007,1056.380121
United Kingdom,1952,9979.508487
United Kingdom,1957,11283.17795
United Kingdom,1962,12477.17707
United Kingdom,1967,14142.85089
United Kingdom,1972,15895.11641
United Kingdom,1977,17428.74846
United Kingdom,1982,18232.42452
United Kingdom,1987,21664.78767
United Kingdom,1992,22705.09254
United Kingdom,1997,26074.53136
United Kingdom,2002,29478.99919
United Kingdom,2007,33203.26128
United States,1952,13990.48208
United States,1957,14847.12712
United States,1962,16173.14586
United States,1967,19530.36557
United States,1972,21806.03594
United States,1977,24072.63213
United States,1982,25009.55914
United States,1987,29884.35041
United States,1992,32003.93224
United States,1997,35767.43303
United States,2002,39097.09955
United States,2007,42951.65309
Uruguay,1952,5716.766744
Uruguay,1957,6150.772969
Uruguay,1962,5603.357717
Uruguay,1967,5444.61962
Uruguay,1972,5703.408898
Uruguay,1977,6504.339663
Uruguay,1982,6920.223051
Uruguay,1987,7452.398969
Uruguay,1992,8137.004775
Uruguay,1997,9230.240708
Uruguay,2002,7727.002004
Uruguay,2007,10611.46299
Venezuela,1952,7689.799761
Venezuela,1957,9802.466526
Venezuela,1962,8422.974165
Venezuela,1967,9541.474188
Venezuela,1972,10505.25966
Venezuela,1977,13143.95095
Venezuela,1982,11152.41011
Venezuela,1987,9883.584648
Venezuela,1992,10733.92631
Venezuela,1997,10165.49518
Venezuela,2002,8605.047831
Venezuela,2007,11415.80569
Vietnam,1952,605.0664917
Vietnam,1957,676.2854478
Vietnam,1962,772.0491602
Vietnam,1967,637.1232887
Vietnam,1972,699.5016441
Vietnam,1977,713.5371196
Vietnam,1982,707.2357863
Vietnam,1987,820.7994449
Vietnam,1992,989.0231487
Vietnam,1997,1385.896769
Vietnam,2002,1764.456677
Vietnam,2007,2441.576404
West Bank and Gaza,1952,1515.592329
West Bank and Gaza,1957,1827.067742
West Bank and Gaza,1962,2198.956312
West Bank and Gaza,1967,2649.715007
West Bank and Gaza,1972,3133.409277
West Bank and Gaza,1977,3682.831494
West Bank and Gaza,1982,4336.032082
West Bank and Gaza,1987,5107.197384
West Bank and Gaza,1992,6017.654756
West Bank and Gaza,1997,7110.667619
West Bank and Gaza,2002,4515.487575
West Bank and Gaza,2007,3025.349798
"Yemen, Rep.",1952,781.7175761
"Yemen, Rep.",1957,804.8304547
"Yemen, Rep.",1962,825.6232006
"Yemen, Rep.",1967,862.4421463
"Yemen, Rep.",1972,1265.047031
"Yemen, Rep.",1977,1829.765177
"Yemen, Rep.",1982,1977.55701
"Yemen, Rep.",1987,1971.741538
"Yemen, Rep.",1992,1879.496673
"Yemen, Rep.",1997,2117.484526
"Yemen, Rep.",2002,2234.820827
"Yemen, Rep.",2007,2280.769906
Zambia,1952,1147.388831
Zambia,1957,1311.956766
Zambia,1962,1452.725766
Zambia,1967,1777.077318
Zambia,1972,1773.498265
Zambia,1977,1588.688299
Zambia,1982,1408.678565
Zambia,1987,1213.315116
Zambia,1992,1210.884633
Zambia,1997,1071.353818
Zambia,2002,1071.613938
Zambia,2007,1271.211593
Zimbabwe,1952,406.8841148
Zimbabwe,1957,518.7642681
Zimbabwe,1962,527.2721818
Zimbabwe,1967,569.7950712
Zimbabwe,1972,799.3621758
Zimbabwe,1977,685.5876821
Zimbabwe,1982,788.8550411
Zimbabwe,1987,706.1573059
Zimbabwe,1992,693.4207856
Zimbabwe,1997,792.4499603
Zimbabwe,2002,672.0386227
Zimbabwe,2007,469.7092981
